visit_Cnt,buy_Cnt,total_Revenue,labels
29,6,224.92,0
1,1,17.29,0
2,1,28.48,0
1,1,30.97,0
4,1,13.99,0
2,1,46.79,0
2,1,18.19,0
1,1,46.97,0
45,1,1176.79,0
3,1,22.29,0
2,1,20.91,0
1,1,375.59,0
1,1,39.59,0
3,1,32.48,0
2,1,35.3,0
1,1,319.78,0
6,2,506.24,0
5,1,22.99,0
2,1,28.58,0
1,1,24.99,0
7,1,146.7,0
1,1,88.98,0
1,1,38.98,0
1,1,880.8,0
1,1,49.79,0
1,1,16.99,0
6,1,47.79,0
1,1,21.73,0
1,1,20.29,0
1,1,143.72,0
1,1,16.19,0
1,1,115.52,0
5,1,51.45,0
5,1,318.72,0
2,1,40.98,0
23,1,393.19,0
3,1,62.98,0
6,1,36.98,0
1,1,57.98,0
1,1,26.25,0
2,1,93.98,0
4,1,628.76,0
2,1,161.0,0
2,1,13.99,0
1,1,62.45,0
2,1,15.39,0
10,1,36.99,0
1,1,15.09,0
2,1,20.99,0
3,1,52.78,0
1,1,20.98,0
3,1,52.18,0
1,1,64.99,0
1,1,37.78,0
3,1,30.98,0
1,1,218.83,0
2,1,132.98,0
4,1,13.31,0
9,2,319.34000000000003,0
2,1,361.27,0
2,1,123.75,0
1,1,24.0,0
4,1,16.99,0
3,1,192.21,0
1,1,18.99,0
4,2,34.98,0
4,1,15.96,0
7,1,23.02,0
4,1,634.8,0
2,1,50.29,0
3,1,32.19,0
6,1,391.7,0
1,1,22.99,0
2,1,41.99,0
5,1,56.99,0
1,1,38.98,0
1,1,102.88,0
2,1,30.39,0
8,3,75.47,0
1,1,12.6,0
2,1,41.12,0
4,2,50.66,0
1,1,33.19,0
1,1,15.43,0
2,1,107.05,0
2,1,15.98,0
5,1,140.95,0
1,1,47.97,0
3,1,28.99,0
1,1,116.98,0
3,1,292.92,0
4,1,267.45,0
1,1,29.28,0
1,1,51.47,0
8,1,32.49,0
1,1,23.79,0
1,1,197.75,0
4,1,119.14,0
1,1,10.5,0
2,1,47.49,0
1,1,38.59,0
30,3,100.57,0
3,1,96.5,0
4,1,179.75,0
8,1,458.7,0
2,1,66.09,0
1,1,39.39,0
2,1,15.59,0
8,2,363.65,0
106,1,25.93,0
17,2,601.22,0
1,1,243.62,0
2,1,36.38,0
5,1,287.5,0
3,1,47.79,0
5,1,52.14,0
3,1,22.0,0
1,1,12.99,0
1,1,30.98,0
1,1,24.78,0
1,1,23.99,0
1,1,144.75,0
3,1,1359.7,0
2,1,14.59,0
1,1,202.68,0
6,1,134.98,0
2,1,26.78,0
5,1,46.29,0
2,1,63.97,0
3,1,66.6,0
5,1,21.94,0
2,1,27.78,0
1,1,25.35,0
5,1,109.96,0
3,1,20.99,0
4,2,247.35000000000002,0
2,1,46.98,0
2,1,146.41,0
5,1,467.1,0
2,1,37.59,0
1,1,106.35,0
2,1,56.67,0
4,1,40.99,0
8,1,96.99,0
4,1,113.54,0
1,1,35.98,0
1,1,138.37,0
2,1,960.52,0
10,1,62.38,0
5,1,15.2,0
1,1,38.59,0
2,2,38.36,0
2,1,18.99,0
1,1,16.99,0
1,1,26.19,0
5,1,322.49,0
1,1,21.0,0
1,1,22.99,0
1,1,22.37,0
1,1,79.98,0
2,1,8.99,0
1,1,20.99,0
3,1,57.97,0
2,1,30.48,0
6,1,63.77,0
7,1,44.57,0
8,1,11.0,0
1,1,11.79,0
3,1,106.93,0
1,1,24.99,0
9,1,436.71,0
2,1,176.8,0
2,1,179.6,0
2,1,30.16,0
2,1,78.16,0
2,1,20.59,0
4,1,235.61,0
2,1,103.44,0
2,1,27.99,0
1,1,83.98,0
2,1,44.98,0
1,1,25.99,0
6,1,151.96,0
1,1,44.79,0
4,1,57.97,0
6,1,15.06,0
1,1,18.99,0
9,3,315.07,0
5,2,506.0,0
2,1,24.99,0
4,1,90.97,0
4,1,16.97,0
3,1,6.99,0
2,1,39.59,0
4,1,145.54,0
15,1,516.04,0
8,2,253.43,0
4,1,27.99,0
6,2,1792.78,0
1,1,16.19,0
1,1,101.37,0
2,1,35.38,0
3,1,57.97,0
4,1,21.96,0
3,1,103.99,0
7,1,86.38,0
1,1,112.28,0
1,1,41.98,0
2,1,58.46,0
1,1,66.1,0
1,1,88.47,0
2,1,41.59,0
2,1,50.37,0
3,1,150.14,0
6,1,81.99,0
2,1,135.98,0
1,1,38.95,0
3,1,30.19,0
1,1,27.99,0
2,1,10.99,0
4,1,88.98,0
1,1,52.97,0
2,1,60.99,0
9,1,90.93,0
1,1,36.16,0
1,1,323.75,0
1,1,62.61,0
2,1,42.19,0
1,1,219.16,0
1,1,19.69,0
2,1,73.57,0
2,1,78.75,0
3,1,35.98,0
6,1,25.73,0
2,1,31.19,0
5,1,35.59,0
1,1,32.98,0
3,1,309.35,0
22,4,110.38,0
1,1,237.66,0
4,1,173.57,0
1,1,27.98,0
3,1,13.98,0
2,1,14.99,0
3,1,31.39,0
1,1,17.99,0
5,1,32.99,0
3,1,17.59,0
8,1,173.44,0
4,1,405.82,0
1,1,150.99,0
6,3,816.47,0
6,2,621.45,0
2,1,55.84,0
1,1,50.55,0
5,3,131.56,0
1,1,10.99,0
10,1,84.8,0
8,1,666.45,0
2,1,122.99,0
2,2,110.28,0
10,1,607.0,0
1,1,17.36,0
1,1,59.72,0
4,1,24.99,0
1,1,103.94,0
3,2,86.75,0
1,1,29.28,0
5,1,289.0,0
1,1,293.74,0
16,1,22.99,0
2,1,38.98,0
7,1,218.25,0
1,1,80.76,0
4,1,94.49,0
1,1,453.43,0
2,1,81.99,0
1,1,47.79,0
2,2,160.05,0
5,1,83.55,0
3,1,17.97,0
2,1,168.02,0
3,1,22.97,0
6,1,46.99,0
5,1,38.45,0
8,1,205.54,0
4,1,123.32,0
4,1,17.99,0
2,1,42.08,0
3,1,38.59,0
1,1,81.15,0
1,1,44.37,0
4,1,50.57,0
2,1,67.94,0
2,1,51.34,0
3,1,184.16,0
2,1,85.7,0
7,1,20.29,0
29,14,3885.53,0
1,1,68.96,0
5,1,489.6,0
2,1,22.99,0
3,1,47.98,0
11,1,2694.4,0
1,1,6.99,0
11,7,298.47,0
1,1,30.61,0
3,1,39.37,0
2,1,84.95,0
1,1,43.99,0
5,1,2266.94,0
2,1,61.99,0
2,1,37.54,0
1,1,25.99,0
18,5,1127.81,0
1,1,35.59,0
1,1,25.4,0
3,1,160.37,0
2,1,66.48,0
3,1,232.92,0
5,1,362.79,0
2,1,55.96,0
1,1,23.59,0
5,1,258.76,0
3,1,46.79,0
6,1,26.98,0
1,1,703.0,0
2,1,60.07,0
9,1,24.19,0
1,1,23.99,0
5,1,36.96,0
1,1,56.9,0
4,1,133.7,0
1,1,12.98,0
2,1,60.98,0
4,1,50.49,0
1,1,39.38,0
4,1,30.9,0
1,1,24.68,0
1,1,44.77,0
3,1,103.99,0
11,6,4193.76,0
7,1,22.59,0
8,1,1097.14,0
11,3,124.92,0
3,1,305.55,0
1,1,143.49,0
4,1,42.36,0
1,1,25.97,0
1,1,49.02,0
1,1,20.79,0
4,1,24.99,0
4,1,33.35,0
1,1,424.4,0
10,1,65.45,0
1,1,18.08,0
3,1,20.19,0
1,1,22.95,0
5,1,137.72,0
1,1,20.18,0
7,1,106.99,0
2,1,203.9,0
5,1,116.48,0
3,1,24.19,0
5,1,202.0,0
1,1,163.5,0
1,1,25.78,0
1,1,217.41,0
1,1,220.73,0
5,1,1688.79,0
4,1,102.73,0
3,1,31.63,0
1,1,118.96,0
1,1,183.9,0
2,1,175.15,0
4,1,24.58,0
1,1,24.99,0
6,1,47.98,0
5,1,54.54,0
2,1,60.29,0
5,2,223.57999999999998,0
4,1,40.16,0
1,1,39.92,0
1,1,60.85,0
2,1,149.19,0
2,1,388.99,0
1,1,72.18,0
2,1,26.99,0
2,1,100.88,0
2,1,306.93,0
12,2,721.7,0
1,1,64.15,0
15,2,3212.84,0
15,2,65.56,0
5,1,78.15,0
3,1,68.78,0
1,1,23.99,0
2,1,21.19,0
4,2,376.15,0
4,1,19.99,0
2,1,406.3,0
13,3,409.82,0
2,1,225.72,0
1,1,159.0,0
1,1,27.19,0
5,2,596.17,0
1,1,29.26,0
1,1,48.77,0
2,1,93.97,0
2,1,43.99,0
4,1,1060.49,0
2,1,12.98,0
3,1,198.4,0
3,1,186.98,0
3,1,598.12,0
12,1,34.59,0
2,1,44.96,0
2,1,18.78,0
1,1,67.09,0
2,1,27.51,0
5,1,11.99,0
1,1,25.19,0
2,1,40.93,0
12,3,1209.15,0
3,2,125.97999999999999,0
3,1,188.65,0
1,1,25.99,0
2,1,56.56,0
2,1,54.45,0
4,1,557.0,0
1,1,65.58,0
3,1,23.99,0
3,1,453.7,0
2,1,194.7,0
1,1,166.64,0
4,2,197.82999999999998,0
2,1,58.99,0
2,1,96.99,0
3,1,29.74,0
2,1,24.78,0
2,1,73.98,0
1,1,35.59,0
6,1,82.17,0
6,1,58.58,0
4,1,31.65,0
2,1,59.38,0
7,1,782.52,0
1,1,69.77,0
1,1,1436.6100000000001,0
2,1,100.96,0
1,1,44.98,0
1,1,70.18,0
1,1,36.78,0
8,3,278.72,0
3,1,140.23,0
1,1,56.56,0
6,1,58.99,0
2,2,168.48000000000002,0
6,1,32.99,0
1,1,101.99,0
1,1,525.79,0
1,1,39.28,0
2,1,14.99,0
2,1,21.43,0
3,1,39.26,0
1,1,37.96,0
3,1,20.99,0
1,1,75.39,0
7,1,35.99,0
6,1,168.31,0
3,2,162.91,0
3,1,58.96,0
2,1,59.36,0
3,1,69.18,0
2,1,9.18,0
2,1,34.59,0
8,4,1619.35,0
1,1,79.18,0
2,1,20.42,0
1,1,33.48,0
6,3,475.39,0
8,1,107.26,0
1,1,127.56,0
4,1,67.09,0
7,3,126.74999999999999,0
3,1,93.58,0
6,1,111.32,0
4,1,17.63,0
6,1,42.04,0
2,1,7.96,0
1,1,69.56,0
2,1,46.79,0
2,1,30.47,0
16,1,312.72,0
7,1,26.99,0
3,1,354.4,0
4,1,21.99,0
5,1,52.65,0
4,1,15.19,0
1,1,69.23,0
3,1,73.98,0
2,1,92.98,0
8,1,26.58,0
4,2,668.2900000000001,0
4,1,67.38,0
5,1,174.91,0
2,1,97.37,0
3,1,26.97,0
1,1,15.97,0
5,1,12.48,0
1,1,194.7,0
1,1,32.2,0
8,2,177.95000000000002,0
4,1,78.16,0
4,1,95.52,0
1,1,14.49,0
1,1,24.99,0
2,1,28.98,0
5,1,18.99,0
7,1,122.95,0
1,1,77.39,0
1,1,40.49,0
2,1,32.58,0
2,1,333.01,0
1,1,108.13,0
2,1,173.12,0
3,1,16.29,0
1,1,124.54,0
7,1,40.99,0
2,1,57.54,0
2,1,32.98,0
1,1,22.99,0
12,1,62.99,0
1,1,24.54,0
4,1,64.21,0
12,1,106.78,0
2,1,78.92,0
2,1,84.95,0
10,1,136.34,0
1,1,139.47,0
3,1,263.9,0
5,3,257.61,0
1,1,20.99,0
3,1,109.77,0
1,1,32.99,0
19,1,102.99,0
2,1,52.99,0
1,1,25.99,0
1,1,4.99,0
3,1,51.88,0
2,1,60.19,0
2,1,25.98,0
2,1,61.99,0
1,1,29.19,0
1,1,64.99,0
3,1,26.95,0
25,1,44.99,0
12,1,420.28,0
1,1,40.69,0
1,1,241.95,0
2,1,60.99,0
3,1,423.24,0
5,1,218.06,0
5,1,353.0,0
3,1,32.88,0
12,1,97.37,0
3,1,30.19,0
2,1,32.65,0
1,1,28.01,0
3,2,169.78,0
3,1,47.79,0
5,1,460.85,0
3,1,294.4,0
1,1,22.99,0
1,1,53.38,0
4,1,25.98,0
3,1,36.95,0
1,1,14.97,0
1,1,9.99,0
1,1,84.99,0
4,1,39.37,0
3,1,17.19,0
3,1,31.68,0
2,2,568.44,0
5,1,8.19,0
3,1,386.93,0
4,2,495.29999999999995,0
1,1,22.97,0
9,1,142.04,0
3,1,106.17,0
1,1,48.97,0
1,1,44.21,0
1,1,47.71,0
3,3,280.51,0
1,1,31.18,0
4,1,25.49,0
3,1,224.97,0
5,1,86.21,0
2,1,20.39,0
3,1,13.97,0
4,1,60.58,0
5,1,53.97,0
1,1,55.55,0
10,1,65.99,0
4,1,62.99,0
3,1,24.98,0
1,1,18.59,0
4,2,300.48,0
1,1,102.97,0
1,1,18.99,0
4,1,29.07,0
1,1,45.98,0
2,1,12.99,0
3,1,151.46,0
4,1,258.0,0
3,1,193.93,0
2,1,1042.6,0
5,1,41.98,0
1,1,22.99,0
1,1,79.43,0
5,1,168.18,0
1,1,63.97,0
3,1,18.19,0
5,2,34.18,0
1,1,31.71,0
1,1,22.98,0
2,1,14.79,0
1,1,45.25,0
2,1,31.19,0
7,1,220.55,0
8,1,51.79,0
24,1,58.99,0
1,1,331.16,0
11,1,21.72,0
3,1,64.99,0
2,1,111.99,0
3,1,43.59,0
3,1,18.99,0
6,1,883.25,0
1,1,134.22,0
1,1,21.99,0
1,1,22.95,0
3,1,75.99,0
1,1,101.55,0
2,1,26.98,0
3,2,107.97,0
3,1,60.18,0
5,1,35.38,0
1,1,19.98,0
3,1,86.99,0
7,3,524.74,0
1,1,36.38,0
12,1,31.78,0
1,1,57.18,0
1,1,64.45,0
3,2,215.18,0
5,1,192.79,0
2,1,13.98,0
1,1,23.99,0
1,1,192.35,0
3,1,25.37,0
4,1,384.8,0
1,1,21.99,0
3,2,221.57,0
1,1,98.18,0
1,1,37.59,0
2,1,30.98,0
5,1,93.98,0
2,1,146.76,0
7,2,112.33,0
13,3,659.39,0
5,1,22.38,0
1,1,83.09,0
2,1,24.66,0
5,1,56.76,0
3,1,64.96,0
7,1,274.72,0
3,1,16.99,0
3,1,82.95,0
5,1,24.26,0
1,1,48.17,0
2,1,163.35,0
6,1,254.56,0
1,1,66.18,0
2,1,92.93,0
5,1,33.99,0
2,1,45.56,0
2,1,17.99,0
1,1,17.99,0
2,1,93.49,0
2,1,57.96,0
1,1,18.99,0
4,1,23.19,0
1,1,21.96,0
3,1,367.39,0
4,1,58.14,0
1,1,8.99,0
5,1,58.58,0
9,1,84.99,0
4,1,268.23,0
2,1,23.03,0
1,1,83.38,0
13,2,735.95,0
1,1,23.98,0
5,1,17.19,0
1,1,42.15,0
2,1,32.18,0
1,1,24.79,0
2,1,17.98,0
2,1,26.98,0
37,1,68.37,0
1,1,417.8,0
2,1,15.99,0
10,1,337.67,0
9,3,410.0,0
1,1,3427.08,0
3,3,1103.03,0
1,1,30.33,0
2,1,108.44,0
8,1,46.79,0
4,1,35.59,0
2,1,27.99,0
9,2,138.5,0
6,1,22.99,0
2,1,58.0,0
4,1,84.14,0
4,1,19.99,0
1,1,69.18,0
4,1,20.59,0
11,3,100.35,0
2,1,85.19,0
3,1,447.75,0
1,1,411.94,0
3,1,13.98,0
3,1,74.75,0
7,3,149.91,0
4,1,39.96,0
1,1,39.38,0
1,1,300.65,0
4,1,75.18,0
1,1,697.42,0
7,3,302.09000000000003,0
1,1,37.98,0
2,1,169.95,0
3,1,496.85,0
4,1,104.88,0
9,1,18.18,0
2,1,80.4,0
2,1,51.79,0
1,1,26.19,0
2,1,50.55,0
2,1,588.2,0
19,1,552.05,0
19,1,22.99,0
8,2,4739.98,0
1,1,46.89,0
4,1,36.98,0
3,1,236.8,0
3,1,139.12,0
2,1,19.93,0
3,1,141.36,0
2,1,406.51,0
2,1,18.39,0
3,1,76.57,0
3,1,99.24,0
2,1,53.76,0
1,1,39.99,0
5,1,705.8,0
1,1,118.38,0
3,1,62.97,0
4,1,1605.8,0
1,1,77.86,0
2,1,68.18,0
1,1,14.99,0
1,1,14.59,0
1,1,95.7,0
1,1,23.99,0
1,1,2213.38,0
3,1,81.95,0
4,1,75.18,0
1,1,9.99,0
2,1,30.46,0
1,1,46.79,0
12,1,56.45,0
8,1,68.94,0
4,1,32.98,0
1,1,48.99,0
3,1,46.98,0
4,1,171.94,0
3,1,359.99,0
3,2,51.38,0
1,1,23.99,0
1,1,157.76,0
1,1,93.1,0
2,1,11.2,0
3,1,19.19,0
1,1,25.99,0
3,1,136.92,0
20,1,68.97,0
1,1,6.34,0
1,1,59.46,0
1,1,34.99,0
2,1,87.68,0
8,1,104.9,0
6,3,763.2,0
2,1,57.89,0
2,1,17.99,0
7,4,686.14,0
4,1,23.99,0
1,1,24.99,0
3,1,35.49,0
1,1,20.59,0
4,1,198.8,0
3,2,197.85,0
3,2,30.18,0
3,1,20.99,0
4,1,87.72,0
2,1,110.18,0
3,1,228.79,0
4,1,474.94,0
5,1,7.99,0
2,1,198.54,0
1,1,121.36,0
8,1,167.08,0
2,1,60.85,0
2,2,410.96,0
1,1,17.29,0
8,1,138.38,0
4,1,127.31,0
1,1,79.47,0
2,1,193.25,0
2,1,32.58,0
2,1,22.98,0
12,1,104.91,0
1,1,17.99,0
2,1,59.45,0
9,1,625.31,0
5,1,34.98,0
3,3,150.15,0
1,1,134.11,0
4,1,32.99,0
1,1,2.49,0
3,1,396.77,0
1,1,127.72,0
10,1,316.31,0
1,1,79.98,0
3,1,49.79,0
2,1,28.98,0
1,1,11.99,0
1,1,22.59,0
3,1,217.7,0
1,1,37.89,0
2,1,21.0,0
1,1,63.32,0
7,1,170.65,0
3,1,62.37,0
1,1,41.48,0
6,1,22.59,0
3,1,33.54,0
2,1,124.97,0
4,1,24.19,0
2,1,41.97,0
2,1,79.96,0
1,1,53.97,0
5,2,559.3,0
1,1,150.48,0
1,1,4.68,0
1,1,31.28,0
1,1,42.96,0
4,1,56.99,0
1,1,27.39,0
7,2,102.97,0
6,1,12.99,0
2,1,285.5,0
2,1,40.99,0
1,1,82.4,0
2,1,34.89,0
5,2,508.75,0
5,1,324.0,0
1,1,311.29,0
1,1,47.38,0
4,1,23.99,0
1,1,33.18,0
8,1,574.03,0
10,1,169.93,0
3,1,166.96,0
2,1,52.56,0
2,1,24.99,0
1,1,43.78,0
10,2,67.98,0
2,1,508.46,0
1,1,360.01,0
4,1,40.98,0
8,1,37.0,0
1,1,26.99,0
4,1,45.7,0
1,1,21.99,0
1,1,61.99,0
5,1,35.39,0
3,1,28.99,0
4,2,286.07,0
2,1,223.78,0
1,1,45.98,0
1,1,38.18,0
4,1,259.02,0
2,1,95.94,0
3,1,116.64,0
4,2,55.57000000000001,0
1,1,43.14,0
6,2,459.13,0
5,1,853.37,0
8,1,39.37,0
24,1,37.96,0
1,1,82.99,0
1,1,11.97,0
2,1,31.28,0
2,1,35.38,0
3,1,333.1,0
1,1,81.17,0
1,1,59.97,0
6,1,82.58,0
1,1,32.38,0
2,2,701.61,0
1,1,79.36,0
2,1,49.79,0
6,1,12.63,0
2,1,36.59,0
2,1,24.99,0
5,2,398.29999999999995,0
2,2,1614.65,0
1,1,9.99,0
6,1,65.15,0
11,2,1591.5800000000002,0
1,1,45.39,0
1,1,23.19,0
1,1,19.98,0
5,1,134.57,0
2,1,83.95,0
1,1,11.79,0
7,1,13.79,0
3,1,37.59,0
2,1,31.82,0
2,1,34.28,0
4,1,41.98,0
1,1,23.99,0
1,1,19.99,0
6,1,34.98,0
6,1,30.54,0
1,1,21.94,0
9,2,733.9300000000001,0
2,1,40.59,0
1,1,39.59,0
1,1,23.98,0
2,1,70.82,0
3,2,33.18,0
10,1,23.99,0
5,1,62.99,0
1,1,19.86,0
3,1,195.88,0
1,1,153.26,0
1,1,42.59,0
3,1,286.53,0
1,1,41.97,0
2,2,90.71,0
7,1,40.0,0
1,1,21.99,0
4,1,82.99,0
29,4,938.84,0
3,1,5.99,0
1,1,87.14,0
2,1,65.6,0
2,1,159.7,0
1,1,15.96,0
3,1,3.53,0
5,2,123.94,0
3,1,13.48,0
3,1,82.78,0
1,1,682.51,0
2,1,62.59,0
2,1,27.99,0
1,1,56.99,0
2,1,170.4,0
1,1,26.48,0
1,1,25.9,0
5,1,137.12,0
8,1,23.99,0
5,1,28.96,0
2,1,33.99,0
1,1,334.3,0
2,1,37.68,0
1,1,13.78,0
3,1,13.8,0
2,1,70.81,0
2,1,63.97,0
2,1,9.96,0
3,1,65.38,0
1,1,31.97,0
3,1,48.43,0
4,1,63.99,0
2,1,51.47,0
2,1,121.31,0
1,1,22.69,0
3,1,33.96,0
1,1,42.59,0
3,1,96.99,0
1,1,111.31,0
1,1,19.19,0
3,1,29.78,0
4,1,86.98,0
5,3,13048.46,3
3,1,201.0,0
5,1,24.99,0
6,2,27.17,0
4,1,33.97,0
2,1,47.79,0
1,1,25.99,0
3,1,121.94,0
2,1,65.28,0
5,1,118.98,0
3,1,86.84,0
2,1,20.97,0
2,1,26.91,0
2,1,25.98,0
2,1,53.99,0
11,2,125.0,0
1,1,11.98,0
7,1,17.48,0
155,1,188.9,0
4,1,47.79,0
10,2,300.09,0
2,1,143.95,0
2,1,22.98,0
10,1,236.6,0
1,1,600.5,0
1,1,23.39,0
6,2,66.95,0
2,1,77.3,0
4,1,90.97,0
4,2,444.99,0
1,1,36.98,0
3,1,60.94,0
2,1,43.47,0
1,1,63.97,0
6,1,47.87,0
4,1,688.47,0
2,1,70.22,0
5,1,83.93,0
2,1,68.19,0
1,1,29.97,0
1,1,119.93,0
1,1,37.78,0
4,1,60.76,0
4,1,57.99,0
1,1,34.59,0
14,2,1628.16,0
2,1,20.99,0
5,1,23.99,0
1,1,93.76,0
3,1,15.2,0
2,1,303.0,0
3,1,38.59,0
3,1,176.88,0
2,1,69.27,0
3,1,135.13,0
2,1,36.39,0
8,1,131.44,0
7,1,79.09,0
9,3,95.15,0
1,1,26.99,0
1,1,76.93,0
7,4,2793.58,0
2,1,49.52,0
5,1,30.99,0
3,1,216.72,0
2,1,20.94,0
13,4,1098.8899999999999,0
1,1,35.11,0
3,2,72.97,0
2,1,125.9,0
2,1,100.08,0
14,1,33.78,0
6,1,97.99,0
4,1,28.14,0
4,1,12.38,0
2,1,24.49,0
2,1,21.98,0
1,1,22.99,0
5,2,501.99,0
5,1,17.39,0
2,1,24.99,0
3,1,52.18,0
3,1,22.99,0
7,1,32.67,0
2,1,61.99,0
1,1,39.87,0
2,1,24.78,0
2,1,28.99,0
11,1,40.97,0
6,2,210.98,0
4,1,129.33,0
5,1,11.79,0
3,1,68.54,0
1,1,20.59,0
2,1,43.85,0
1,1,51.33,0
1,1,11.48,0
2,1,65.96,0
3,1,26.99,0
3,1,85.99,0
1,1,17.19,0
65,1,33.98,0
6,2,382.16999999999996,0
1,1,34.59,0
3,1,75.29,0
7,1,148.93,0
6,1,61.96,0
1,1,55.99,0
1,1,18.99,0
1,1,13.48,0
1,1,65.99,0
2,1,37.18,0
3,1,32.35,0
1,1,21.99,0
3,1,68.66,0
2,1,65.36,0
2,1,18.99,0
4,1,84.33,0
1,1,192.6,0
4,1,39.35,0
2,2,1019.5,0
5,1,148.71,0
3,1,42.98,0
7,1,204.5,0
7,1,127.14,0
1,1,10.98,0
12,1,35.99,0
2,1,109.95,0
3,1,51.79,0
2,1,226.02,0
8,2,1820.6399999999999,0
2,1,86.98,0
4,1,46.79,0
2,1,32.34,0
4,1,25.99,0
7,1,22.99,0
1,1,27.96,0
8,2,914.75,0
1,1,13.78,0
2,1,92.76,0
5,1,56.27,0
3,1,145.95,0
6,1,77.03,0
1,1,14.59,0
3,1,35.58,0
1,1,41.96,0
1,1,59.99,0
2,1,17.99,0
5,1,12.47,0
3,1,89.6,0
4,1,220.13,0
5,1,20.99,0
4,1,91.53,0
2,1,22.98,0
7,2,759.28,0
2,1,20.78,0
2,1,18.99,0
2,1,54.97,0
2,1,36.59,0
3,1,163.1,0
11,1,20.99,0
10,1,164.6,0
3,1,19.97,0
1,1,42.97,0
2,1,49.6,0
1,1,98.8,0
2,1,72.39,0
2,1,26.33,0
1,1,33.18,0
1,1,35.59,0
2,1,30.26,0
4,1,93.66,0
5,1,18.48,0
4,2,699.0,0
9,2,864.1,0
1,1,132.76,0
4,1,467.4,0
2,1,359.26,0
3,1,19.79,0
3,1,42.99,0
2,1,110.23,0
13,1,56.56,0
2,1,61.99,0
1,1,143.85,0
4,1,308.35,0
5,1,49.79,0
1,1,794.08,0
3,1,83.99,0
2,1,28.96,0
1,1,48.47,0
5,1,29.99,0
8,2,78.18,0
7,1,53.79,0
8,1,96.09,0
1,1,35.18,0
2,1,491.85,0
3,1,338.5,0
1,1,25.99,0
3,1,57.5,0
7,1,56.42,0
1,1,92.14,0
3,1,310.67,0
4,1,88.99,0
4,1,80.38,0
3,1,68.96,0
4,1,69.56,0
3,1,45.97,0
3,1,259.7,0
2,1,113.72,0
2,1,58.36,0
4,2,54.95,0
3,2,107.53,0
18,1,96.94,0
1,1,126.01,0
1,1,55.96,0
3,1,53.4,0
1,1,47.56,0
1,1,21.47,0
7,1,20.58,0
1,1,25.48,0
3,1,20.99,0
1,1,34.59,0
8,2,106.58,0
2,1,21.99,0
1,1,61.99,0
2,1,28.66,0
1,1,10.98,0
4,1,10.99,0
1,1,57.99,0
1,1,23.99,0
5,1,9.99,0
1,1,37.98,0
1,1,37.49,0
2,1,84.99,0
2,1,40.98,0
7,1,82.18,0
3,2,263.15000000000003,0
10,1,20.97,0
2,1,27.02,0
1,1,56.48,0
6,1,91.1,0
1,1,11.98,0
6,1,14.49,0
1,1,104.27,0
1,1,87.26,0
4,1,22.99,0
1,1,23.29,0
9,1,723.3,0
4,1,3.01,0
2,1,45.57,0
2,1,25.98,0
1,1,8.99,0
1,1,20.59,0
1,1,45.99,0
2,1,40.68,0
1,1,47.79,0
4,1,28.99,0
2,1,24.79,0
2,1,113.48,0
3,1,88.14,0
5,1,47.79,0
3,1,36.98,0
3,1,33.99,0
2,1,209.0,0
11,1,153.79,0
12,1,172.08,0
1,1,44.6,0
6,1,32.38,0
1,1,444.86,0
1,1,28.49,0
10,1,39.99,0
5,1,55.24,0
3,1,170.87,0
200,1,27.48,0
1,1,30.99,0
1,1,22.49,0
2,1,73.94,0
2,1,82.94,0
7,1,13.68,0
1,1,187.72,0
2,1,17.99,0
3,1,175.98,0
1,1,43.08,0
4,1,77.97,0
2,1,29.49,0
1,1,283.72,0
1,1,25.99,0
2,1,94.98,0
1,1,150.92,0
3,1,8.98,0
2,1,26.98,0
3,1,35.59,0
1,1,88.97,0
1,1,21.99,0
3,1,30.48,0
9,1,98.33,0
16,1,34.58,0
3,1,16.96,0
2,1,94.58,0
5,1,160.85,0
1,1,48.95,0
21,2,134.89,0
1,1,98.97,0
7,1,31.0,0
2,1,65.99,0
2,2,410.75,0
1,1,30.82,0
3,1,60.93,0
1,1,308.51,0
10,1,1291.36,0
2,1,35.59,0
4,1,19.49,0
1,1,33.18,0
1,1,69.18,0
2,2,55.95,0
2,1,71.77,0
7,1,542.11,0
1,1,15.79,0
3,2,296.81,0
2,1,45.57,0
2,1,224.2,0
2,1,39.88,0
3,2,358.6,0
3,1,30.99,0
2,1,30.58,0
3,1,50.44,0
3,1,10.99,0
6,1,1257.85,0
5,2,313.81,0
2,1,74.47,0
6,1,104.54,0
2,1,397.46,0
2,1,493.4,0
124,1,21.19,0
5,1,15.59,0
1,1,136.6,0
3,1,91.92,0
10,2,1744.78,0
1,1,42.99,0
3,1,23.07,0
1,1,45.97,0
6,2,304.38,0
3,1,55.38,0
3,1,101.94,0
11,1,68.19,0
2,1,64.05,0
3,1,29.18,0
1,1,10.77,0
3,2,416.0,0
6,1,46.79,0
2,1,20.99,0
13,1,73.18,0
3,1,31.86,0
3,1,205.95,0
3,1,17.97,0
6,1,163.4,0
2,1,80.5,0
1,1,34.98,0
1,1,33.45,0
2,1,28.99,0
4,1,35.78,0
9,1,90.36,0
1,1,7.97,0
1,1,39.59,0
2,1,46.98,0
1,1,79.18,0
12,1,499.25,0
1,1,71.48,0
1,1,39.91,0
4,1,36.99,0
4,2,42.370000000000005,0
2,1,43.6,0
1,1,39.59,0
2,1,135.95,0
6,1,350.23,0
2,1,66.84,0
